spec,lags,equation,regressor,coef,se,t,p,n_obs,n_countries
S6_lag2,2,v2x_corr,d_gov_size_l1,0.00019152179233675358,0.0005277518433972822,0.3629012285468786,0.7167080210367023,2763,109
S6_lag2,2,v2x_corr,d_gov_size_l2,-0.0004908710711688137,0.00047891257497424667,-1.0249701027274343,0.30547217067019905,2763,109
S6_lag2,2,log_gdp_pc,d_gini_disp_l1,-0.007090905016894784,0.002739660553505393,-2.5882421849020596,0.009700170185118484,2763,109
S6_lag2,2,log_gdp_pc,d_gini_disp_l2,-0.0005217296478099851,0.0017583358449214932,-0.2967178592854538,0.7667055035136578,2763,109
S6_lag2,2,log_gdp_pc,d_v2x_corr_l1,-0.010353003223881179,0.025749944890032257,-0.4020592381107892,0.6876733142174798,2763,109
S6_lag2,2,log_gdp_pc,d_v2x_corr_l2,-0.06306627419631262,0.04808387466831642,-1.3115888565833163,0.1897741222141509,2763,109
S6_lag2,2,log_gdp_pc,d_log_gdp_pc_l1,0.18259439392646537,0.08196406493882837,2.227737168266846,0.02598288440655283,2763,109
S6_lag2,2,log_gdp_pc,d_log_gdp_pc_l2,0.06492662941286044,0.03153431223609569,2.058920103497367,0.03960079936589911,2763,109
S6_lag2,2,log_gdp_pc,d_education_years_l1,0.016223389920819443,0.011199650560323265,1.448562152313364,0.14757988070719974,2763,109
S6_lag2,2,log_gdp_pc,d_education_years_l2,-0.004107953573980341,0.010501942844618247,-0.39116129603442606,0.6957099068307426,2763,109
S6_lag2,2,log_gdp_pc,d_trade_open_l1,0.0003785929975210913,0.00020452392016237394,1.8510939806968392,0.06426880490902298,2763,109
S6_lag2,2,log_gdp_pc,d_trade_open_l2,0.0002805678706141368,0.00010666499769869721,2.6303649432091403,0.008579392825923016,2763,109
S6_lag2,2,log_gdp_pc,d_gov_size_l1,0.000634632852825338,0.0012489330201129508,0.508140022407241,0.6113980418536356,2763,109
S6_lag2,2,log_gdp_pc,d_gov_size_l2,-8.309529333859314e-05,0.0011571546506826775,-0.0718100154457056,0.9427585978740636,2763,109
S6_lag2,2,education_years,d_gini_disp_l1,-0.02067827658660353,0.013693593853398805,-1.5100693658641773,0.131146633931587,2763,109
S6_lag2,2,education_years,d_gini_disp_l2,0.01101006091890306,0.004595657677346725,2.395753054709604,0.016656210473577016,2763,109
S6_lag2,2,education_years,d_v2x_corr_l1,0.04449126858040563,0.03856339140592195,1.1537177348352554,0.2487214252749823,2763,109
S6_lag2,2,education_years,d_v2x_corr_l2,0.009859379621923983,0.0499529894787204,0.19737316474570565,0.8435508792894009,2763,109
S6_lag2,2,education_years,d_log_gdp_pc_l1,-0.0051516237152201575,0.01977050591110989,-0.26057116284137377,0.794443762298433,2763,109
S6_lag2,2,education_years,d_log_gdp_pc_l2,-0.046761364217863366,0.030762602740520287,-1.5200717771604424,0.12861392379801706,2763,109
S6_lag2,2,education_years,d_education_years_l1,0.6560580198489327,0.10824639845588016,6.060783815512657,1.5500789540823234e-09,2763,109
S6_lag2,2,education_years,d_education_years_l2,0.028285349421043982,0.057993759796988294,0.48773091311994715,0.6257813708903293,2763,109
S6_lag2,2,education_years,d_trade_open_l1,6.460905460212529e-05,0.000198057219861325,0.3262140842296132,0.7442885095684253,2763,109
S6_lag2,2,education_years,d_trade_open_l2,2.8094782875219823e-05,0.0001928455141541867,0.14568543633717643,0.8841809557560345,2763,109
